Number of hit	Text ID	Context before	Query item	Context after
1091	10050524	unique dataset with adjudicated outcomes over 25 years will provide	novel	insight into the etiological role of the aforementioned abdominal adipose
1092	10050527	of this proposal are to determine the physiological role a	novel	vitamin A transporter , the retinol binding protein 4 receptor
1093	10050527	, biochemistry , cell biology , physiology and generation of	novel	animal models aimed at exploring the in vivo requirements of
1094	10051163	respond eventually often develop resistance and progress . Therefore ,	novel	therapies which can be effective against HR - defective PDA
1095	10051163	POLQ in pancreatic cancer biology and its role as a	novel	therapeutic target in HR - defective pancreatic cancers . We
1096	10051572	Our recent results clearly indicate that non-canonical BGCs reveal genuinely	novel	structures or unusual biochemistry , that specific fungal differentiation signals
1097	10051507	are identifying LHb and subthalamic nucleus ( STN ) as	novel	targets of VP that also project to VTA . To
1098	10052355	disease progression . Indeed , our preliminary data suggest a	novel	role for ARF6 in MAPK signaling by regulating the nuclear
1099	10053126	structured navigation behavior . To do so , we develop	novel	fully automated environments aimed at engaging the bats in self
1100	10053126	range of wireless neuro-technologies , many of which are entirely	novel	for the bat model system . These include , wireless
1101	10052052	other diseases , rare cases of genetic mutations can offer	novel	insights that may be broadly relevant . Indeed , gastritis
1102	10052055	, this competitive renewal R01 proposal aims to develop a	novel	all - optical IVUS / PA catheter and validate the
1103	10052055	University ) is an expert in development and applications of	novel	label - free optical imaging methods . Dr. Michael Sturek
1104	10052058	population structure of infecting isolates is crucial to help design	novel	diagnostic approaches and treatment regimens to improve the outcomes of
1105	10052058	assess DAP susceptibility , seeking to guide clinicians with a	novel	tool to allow accurate identification of DAP - susceptible isolates
1106	10052063	and identity in diabetes in vivo . We will use	novel	mouse models of human neonatal diabetes driven by ?- cell
1107	10052065	and four quantified biomarkers of marijuana exposure , using a	novel	umbilical cord assay . ( 3 ) Evaluate the agreement
1108	10053605	proposed project is to use an innovative paradigm and test	novel	hypotheses regarding the role of heterogeneous dynamics of memory in
1109	10053806	on answering these key questions . I will use a	novel	inducible knockout of myostatin in a db / db mouse
1110	10053831	in translational research methods by focused coursework and opportunities for	novel	electives to prepare our scholars for productive careers as independent
1111	10054828	term career goal is to become an independent investigator using	novel	strategies in developmental neuroimaging to study mood and anxiety symptomatology
1112	10054828	risk algorithms for a transdiagnostic dimension of psychopathology , using	novel	machine learning approaches to leverage two of the largest longitudinal
1113	10049430	cells but also provide important insights into the development of	novel	therapeutic strategies to target metabolic vulnerabilities in SLC7A11 - overexpressing
1114	10049432	, clinical disease . This provides an opportunity to discover	novel	targets for intervention during preclinical stages to prevent or attenuate
1115	10049432	of heart failure and biases the field against discovery of	novel	targets for improving more proximal outcomes that are predictive of
1116	10049454	tendon - to - bone repair following ACL reconstruction in	novel	transgenic mouse models . We will define the roles of
1117	10049454	be targeted in a translational fashion that could lead to	novel	therapies in the future . Our central hypothesis is that
1118	10049531	to targeted treatment strategies . We have recently developed a	novel	proteomic strategy that makes high - dimensional measurements of protein-protein
1119	10049538	study , we propose to : 1 ) Develop a	novel	high throughput assay to assess anti-fibrotic effects of compounds on
1120	10049538	capable of identifying new disease targets and leads for developing	novel	therapies for BA patients . Moreover , success of this
1121	10050757	The Daniell laboratory has addressed these challenges by pioneering a	novel	concept to express PDs in plant chloroplasts ( up to
1122	10050753	is misfolded . This leads to cell death by a	novel	mechanism that we named mitochondrial Precursor Overaccumulation Stress ( mPOS
1123	10050947	that the atypical TgCrk2 kinase and P-type cyclins define the	novel	G1 checkpoint that governs transitions between acute and chronic toxoplasmosis
1124	10050947	( Aim 2 ) ; and determine function of the	novel	R-point components TgCables1 and TgRch1 ( Aim 3 ) .
1125	10050947	tachyzoite cell cycle . Using a panel of strains with	novel	auxin-dependent conditional protein expression of P-cyclins , we will test
1126	10051654	stroke and cardiovascular disease . Thus , we urgently need	novel	, mechanistically - driven therapies for AF . Vascular leak
1127	10052934	future clinical studies . The project will also disseminate our	novel	, coupled DML and model - based methodology for quantifying
1128	10052965	( AD ) remain obscure , hindering the development of	novel	effective therapy , there is general consensus that calcium (
1129	10052965	cognitive dysfunction was rescued either by administering S107 , a	novel	Rycal developed in the PIs laboratory that stabilizes RyR-calstabin interactions
1130	10052964	. Successful completion of our aims will potentially find a	novel	regulator of EC functions contributing to atherosclerosis and may identify
1131	10052964	regulator of EC functions contributing to atherosclerosis and may identify	novel	potential therapeutic targets for atherosclerosis . ABSTRACT A fundamental goal
1132	10052182	2 ) Aim 2 . Develop , evaluate and optimize	novel	high affinity CD38 targeted peptide PET probes . In summary
1133	10052263	improve our mechanistic understanding of tumor metastasis but also provide	novel	targets / opportunities in combatting the deadly disease . Abstract
1134	10052806	disruption of actin polarity . Specific Aim 2 will reveal	novel	mechanisms employed by VopM / V toxins . The hypothesis
1135	10052806	the toxicity of several life - threatening pathogens , reveals	novel	mechanisms for two families of bacterial toxins , and enables
1136	10051598	? ) . These efforts are expected to produce a	novel	and objective method to assess spontaneous pain , a characteristic
1137	10051974	recovery strategies can be developed . To accomplish this ,	novel	, high - fidelity , video- integrated , high -resolution
1138	10053220	to rigorously explore the function of EHPD cells as a	novel	and significant source of progenitors for liver development , homeostasis
1139	10053220	EHPD in liver regeneration would also implicate it as a	novel	target tissue for liver therapies . We propose to investigate
1140	10053242	PD ) 2,4 - 8 . Here we propose the	novel	hypothesis that a ) the microbiome is affected by chronic
1141	10053242	gut microbiome and on neurodegeneration . This research will suggest	novel	pathways and prevention options for a growing elderly population with
1142	10053203	that achievement of the goals of this application will uncover	novel	mechanisms underlying control of immune response and tolerance in the
1143	10053435	the nation . We will develop , test and share	novel	approaches to engage difficult - to - engage populations and
1144	10053435	that we have developed with the CTSA consortium , including	novel	health informatics tools . Our CTSA has five ambitious but
1145	10053438	approach to aspirin chemoprevention is limited . Thus , developing	novel	approaches to prevention through molecular risk stratification is a high
1146	10053438	in population studies that can lead to rapid testing of	novel	, molecularly - inspired biomarkers in clinical cohorts , creating
1147	10053438	tools using patient - derived experimental systems may also identify	novel	mechanisms that can be examined within the context of our
1148	10053438	s mode of action , this proposal may lead to	novel	mechanistic biomarkers or complementary preventative interventions that may maximize the
1149	10053970	as an independent investigator . Dr. Hough will conduct a	novel	mechanistic research project under the mentorship of outstanding lung researcher
1150	10053790	the PDI - GPIb ? signaling axis may be a	novel	antithromboinflammatory drug . Using high throughput screening , we have
1151	9973303	renal injury . Together , these experiments will provide important	novel	insights into the disease mechanisms underlying the progression of renal
1152	9966184	Project Summary Recent research shows that sleep could play a	novel	role in preventing obesity and long - term morbidity .
1153	9966184	have shown for Larks . Here , we propose a	novel	experimental study in which 124 healthy 14 - 18 -
1154	9966187	liability . We propose to validate CRMP2 phosphorylation as a	novel	target in neuropathic pain using innovative tools that include a
1155	9966187	mice as well as a non-opioid pharmacological approach ( a	novel	CRMP2 - phsphorylation targeting compound ) . The expected results
1156	9966187	in that they will establish CRMP2 - phosphorylation as a	novel	pain therapeutic target . By demonstrating that inhibition of CRMP2
1157	9966187	, we will promote the discovery and validation of a	novel	therapeutic target ( CRMP2 - phosphorylation ) to facilitate the
1158	9966187	( CRMP2 - phosphorylation ) to facilitate the development of	novel	pain therapeutics ? thus directly addressing the mandate of RFA-NS
1159	9955819	and brain-specific endothelial TRPC3 knockout line and to use this	novel	mouse line to elucidate the role of TRPC3 channels expressed
1160	9955819	vasculatures . The findings of this project will yield a	novel	mouse line for the investigation of the functional role of
1161	9973766	SecYEG complexes with a defined nascent chain , to give	novel	views of early translocation intermediates . To this end ,
1162	9973766	coli ( O157 : H7 ) , may provide a	novel	antibiotic target , once we understand its role in translocation
1163	9973960	developmental time - points . This information not only suggests	novel	and broadly - applicable therapeu - tic targets , but
1164	9974136	eye structures . The current proposal aims to employ these	novel	models to further determine how loss of function of AP
1165	9973608	these enzymes in cancer and other diseases , thereby offering	novel	information enabling innovative molecular approaches for disease prevention and control
1166	9973622	discoveries and experience have now led us to investigate a	novel	mechanism for responding to amino acid deficiency ( aim 1
1167	9973622	hijacked by cancer cells ( aim 2 ) , a	novel	S6 K1 effector kinase , its role in mRNA biogenesis
1168	9973723	to wild - type PSA , and 3 ) identify	novel	therapeutic targets in aztreonam-resistant PSA . In our previous work
1169	9973750	. These studies are therefore likely to provide fresh ,	novel	insight into the mechanisms that control RyR2 phosphorylation and the
1170	9966786	combinations have proven to be ineffective . Thus , developing	novel	therapies for KRAS - driven NSCLC remains an area with
1171	9966786	phenomenon and successful execution of these aims will lead to	novel	strategies for targeting KRAS - driven lung cancers , either
1172	9966191	motor behavior . Completion of these aims will contribute to	novel	insights into understanding how the cerebellum stores and recalls memories
1173	9956643	microbiology , and gastrointestinal - / neurophysiology to establish a	novel	in vitro platform for identifying bacterial metabolites that signal to
1174	9956363	will improve our understanding of metabolic disease pathophysiology and identify	novel	therapeutic strategies . We will develop this hypothesis by complementing
1175	9965155	and pathology of collagenolysis can help in the development of	novel	therapeutic agents . Our preliminary results show that the conformational
1176	9965155	mechanism of collagenolysis and to apply this knowledge in developing	novel	therapeutics by integrated application of computational and experimental methods .
1177	9965156	and targets for melanoma drug discovery . We discovered a	novel	class of anti-melanoma compounds that potentiate autophagy leading to cell
1178	9965156	different mutational backgrounds . This suggests an exciting potential for	novel	target ( s ) for broad-spectrum melanoma therapy . The
1179	9965156	overall aim of this project is to evaluate efficacy of	novel	anti-melanoma compounds in BRAF and NRAS mutant animal models of
1180	9965159	and nucleocytoplasmic transport . We will test these hypotheses using	novel	human neuronal cell lines and Dhx36 - mutant - C9
1181	9965159	Completion of this work will potentially identify DHX36 as a	novel	therapeutic target affecting three of the major pathological hallmarks of
1182	9973462	ad - dress in this proposal . We will design	novel	data-driven machine learning algorithms for improving structural discrimination and resolution
1183	9973462	speci?c aims : ( 1 ) We will develop a	novel	Autoencoder and Iterative region Matching ( AIM ) algorithm for
1184	9974229	failed tubule recovery from AKI and possibly identify deoxynucleosides as	novel	useful therapeutic agents . Project Summary / Abstract Breast cancer
1185	9973612	) , we have recently discovered the existence of a	novel	endosomal - mediated mitochondrial degradation pathway in cardiomyocytes exposed to
1186	9973612	degradation . However , neither the molecular cues regulating this	novel	pathway , nor the functional significance of this endosomal pathway
1187	9973612	- mediated Rab knockout and overactivation iPSC lines and a	novel	inducible , cardiac-specific Rab7 knockout mouse model , to interrogate
1188	9973612	degradation . Collectively , these innovative studies will illuminate a	novel	endosomal - mediated mitochondrial degradation pathway as an important adaptive
1189	9973440	therapeutic intervention for FHC patients . Our preliminary data provide	novel	evidence that addresses our gap in knowledge and have identified
1190	9973440	that modulate cardiac muscle contractile function . Based on these	novel	observations we have devised an experimental plan that is designed
1191	9973440	is expected that results from these integrative studies will provide	novel	insights of the underlying mechanisms by which mutations in MyBPC
1192	9973440	MyBPC cause disease and will aid in the development of	novel	therapeutic strategies for treatment MyBPC related HCM . Project Summary
1193	9973827	evolution such as gene family expansion and the generation of	novel	functions through modification of duplicate genes . Despite the importance
1194	9973827	of CNVs in evolving populations , we have developed a	novel	CNV reporter system using a constitutively expressed fluorescent protein gene
1195	9973827	system using random molecular barcodes we have developed a powerful	novel	framework for studying the diversity and dynamics of CNVs in
1196	9973827	of CNVs in complex populations . We will use this	novel	system to address three fundamental questions . In aim 1
1197	9965504	associated overall loss of immune cell function . Using a	novel	technique to detect senescent cells by flow cytometry , we
1198	10054318	function . If successful , this strategy may provide a	novel	class of systemic therapies for telomere diseases . The central
1199	10054318	to in vivo efficacy , enabling rigorous pre-clinical evaluation of	novel	PAPD5 inhibitors . Under the first aim , medicinal chemistry
1200	10054318	, conventional lead optimization assays will be coupled to a	novel	hematopoietic stem cell xenotransplantation model , to enable in vivo
1201	10054902	, prospective fashion . Building off existing observational evidence and	novel	preliminary data , generated to support this proposal , it
1202	10054902	discovered pathobiological mechanisms , and 3 ) developing and optimizing	novel	therapeutic strategies to prevent , treat and cure HLBS diseases
1203	10054905	NRF2 in dictating autophagy dependence . These studies will utilize	novel	techniques that I have developed including LC- CRISPR and rapid
1204	10054910	ALS . In preliminary work , RNAi delivered using a	novel	viral vector achieves robust knockdown of Atxn2 in the key
1205	10054910	to become an independent , R01 -funded physician -scientist developing	novel	therapies for patients with ALS . PROJECT SUMMARY / ABSTRACT
1206	10045996	propose to analyze inhibitory / beneficial neuroglial interactions in the	novel	ACC -RVM descending pain modulatory circuitry and test the hypothesis
1207	10045996	1 will test the hypothesis that pain facilitation from the	novel	ACC -RVM pathway involves insufficient homeostatic CD200 -CD200R signaling and
1208	10047353	the multi-generation uniqueness using genome - wide approaches to discern	novel	genetic associations for AD risk and AD - related traits
1209	10047355	phenotyping that includes coding of error / extraneous responses and	novel	derived measures from digital voice and digital pen recordings to
1210	10047355	acquisition of diffusion tensor imaging protocol added in 2008 .	Novel	measures of the hypothalamus and white matter integrity will be
1211	10047357	- the- art diagnostic neuropathology , ( 2 ) develop	novel	methods for qualitative and quantitative histopathological characterization of the tissue
1212	10047358	variants in targeted genes previously implicated in AD . The	novel	factors identified in this project will inform AD prognostication as
1213	10047360	associations of the identified genetic variants and alternative transcripts and	novel	cellular phenotypes from Aims 1 and 2 with longitudinal changes
1214	10047360	new genetic screening markers and biomarkers and insights about potential	novel	therapeutic targets for AD . Abstract Breast cancer is extremely
1215	10046777	abnormal pain are badly needed . We propose to reveal	novel	targets for pain medications by exploiting the powerful genetic toolkit
1216	10046777	, components identified by these experiments may represent targets for	novel	medications for the treatment of abnormal pain in humans .
1217	10046820	significant contribution to optimal target selection and the development of	novel	treatment strategies to improve the efficacy and efficiency of DBS
1218	10046819	tumor vascularity , such as perfusion CT scans , or	novel	PET agent F18 - FPPRGD2 that binds blood vessels ,
1219	10048110	, the primary goal of this project is to develop	novel	BN analysis algorithms with emphasis on ( a ) scalability
1220	10049470	employ well - established hydrogel materials as well as a	novel	bioinstructive hydrogel modified with N-cadherin extracellular peptide epitope ( this
1221	10049317	support of our hypothesis , we have recently generated a	novel	diabetic knockin mutant mouse harboring a single phosphorylation deficient (
1222	10049317	the development of diabetic nephropathy , and may lead to	novel	therapeutic targets for the future treatment of diabetic kidney disease
1223	10049492	) uncover mechanisms of iron accumulation ( ii ) define	novel	iron related vulnerabilities , and ( iii ) characterize how
1224	10050058	from their warmer counterparts . These studies will help uncover	novel	mechanisms of adaptive thermogenesis and identify targets for pharmacologic interventions
1225	10050928	. Collectively , this proposal will put forth an entirely	novel	underlying mechanism for influenza-mediated susceptibility to pneumococcal infection , will
1226	10050541	identification of extracellular mechanisms underlying drug dependence and thus potential	novel	targets for therapeutic development to treat dependence . There is
1227	10050544	anti-tolerance drugs . This work will lay the groundwork for	novel	drug screens . PROJECT SUMMARY / ABSTRACT Diarrhea is the
1228	10051317	processes visual or auditory information , using a set of	novel	approaches for sensory stimulation . Experiments in the second aim
1229	10051761	are implemented by synaptic microcircuits of the MB . Our	novel	hypothesis is that plasticity of dopamine neurons embedded in a
1230	10051852	and diabetes . The present proposal seeks to explore a	novel	mechanism mediating transcriptional control of ASM gene expression in ECs
1231	10051594	understanding of both multisensory and computational neuroscience , which promises	novel	insights into the organization of the spatial properties of HD
1232	10052545	Hsp90 dependence . In addition , we have developed a	novel	approach to quantify the dominant effects of Hsp90 mutations ,
1233	10052859	connectome era multimodal imaging . The goal is to uncover	novel	vascular - white matter mechanisms and biomarkers that provide early
1234	10051448	, genome mining of underexplored taxa increases the chances of	novel	compound discovery . Moreover , robust host organisms can facilitate
1235	10051448	The tools and knowledge obtained will be applied to discover	novel	, bioactive natural products via genome mining of a Burkholderiales
1236	10052141	better understanding of AD pathogenesis and facilitating the development of	novel	therapeutic strategies . Abstract . The goal of cancer immunotherapy
1237	10052142	islets and acini . We propose to utilize the extremely	novel	pancreas tissue slice technology to substantially expand our knowledge of
1238	10052223	part of the application focuses on the discovery of a	novel	NAD + enhancer called dihydronicotinamide riboside ( NRH ) ,
1239	10052223	mammalian cells . Preliminary data shows that NRH uses a	novel	mechanism of action , wherein it is converted to NMNH
1240	10052223	of action in fibroblasts and in mice to elucidate a	novel	biosynthetic pathway to NAD + with translational potential for treatment
1241	10052232	vehicle- related toxicity . Our recent work demonstrates that a	novel	FDA - approved formulation of albumin-bound PTX ( AbraxaneÆ ,
1242	10052157	proposed studies could provide a platform for the development of	novel	small molecule therapeutics . ABSTRACT In the past decade ,
1243	10053374	other structures . The studies proposed here will test a	novel	hypothesis ? that sleep and sleep loss differentially affect memory
1244	10053976	there is a significant need to identify and rigorously validate	novel	drug targets for manipulating DA tone . An emerging body
1245	10053976	vascular ATP - regulated potassium ( KATP ) channels as	novel	drug targets for regulating DA tone . Specifically , we
1246	10053976	modulating DA tone and validate Kir6.1 / SUR2B channels as	novel	therapeutic targets for treating PDA . ABSTRACT HIV and antiretroviral
1247	10054837	specific BET domains . The project is designed to develop	novel	PET imaging probes for BD2 domain of BET . We
1248	9958684	event ( retrospective diagnosis ) . Here we propose a	novel	approach to retrospectively distinguish seizures from PNES after the event
1249	9958876	bacterial infection of the cornea . We will also test	novel	CDCP1 - targeted approaches as new therapeutic strategies for managing
1250	9958569	health . The generation of research resources designed to uncover	novel	mechanisms of islet beta-cell interaction with the immune system are
1251	9958569	NOD ) backgrounds . This R03 project will generate two	novel	and important mouse lines with which to probe basic mechanisms
1252	9967528	To directly visualize VH - DHJH encounters we developed a	novel	approach . We generated BCR - ABL transformed pro- B
1253	9968901	TF . The current proposal is built on the above	novel	findings and proposes to investigate the pathophysiologic relevance of SM
1254	9968901	settings . They may also lead to the development of	novel	, targeted interventions to prevent thrombosis . Consortium for Increasing
1255	9974776	urgency - related reactivity and reduce UUI symptoms . These	novel	methods include : ( 1 ) Brief mindfulness ( MI
1256	9974784	the male preponderance of neurodevelopmental disorders in order to develop	novel	treatment strategies . PROJECT SUMMARY Candidate : Dr. Baxter received
1257	9976934	remodeling and tendon elongation during healing . To test this	novel	hypothesis , 3 aims will be completed . Aim 1
1258	9977390	kidney and urinary tract ( CAKUT ) and to identify	novel	therapeutic targets . CAKUT is the leading cause of chronic
1259	9977390	are poorly understood . The Quaggin lab has identified a	novel	bHLH transcription factor , Tcf21 , that is critical for
1260	9977480	of this proposal is to combine multiscale mathematical modeling with	novel	computational model - driven quantitative experimental platforms to develop a
1261	9977480	for cancer . A powerful and practical way to optimize	novel	drug combinations for clinical cancer treatment is to use sophisticated
1262	9978285	first aim we will build , calibrate and test two	novel	Genetically Encoded Voltage Indicators ( GEVIs ) , which will
1263	9979183	- scale study of theory of mind development using our	novel	approach . This has the potential to resolve longstanding questions
1264	10071856	2 ) . If successful , these studies would provide	novel	insights into the molecular underpinnings of the DC differentiation ,
1265	10073272	. The results of these studies will provide insights into	novel	mechanisms controlling remyelination after inflammatory injury . In addition ,
1266	10073272	injury . In addition , the knowledge gained may identify	novel	therapeutic approaches that will result in clinically - meaningful myelin
1267	10072253	are lacking and thus critically needed to provide important and	novel	insights . We propose , therefore , a 12 -
1268	10072296	our understanding of this signaling network , this grant employs	novel	assays and receptor agonist and antagonist administration in vivo to
1269	10072296	between physiology and pathophysiology , this grant aims to generate	novel	insights into sexual maturation and develop new treatments for patients
1270	10068290	cellular substrate for DBS . This proposal will utilize a	novel	mouse model in which ventral tier SNc neurons have been
1271	10068735	throughput analyses have been performed in cells that exhibit this	novel	approach to X inactivation , which so far appears to
1272	10073199	of molecular biology , electrophysiological approaches in zebrafish , and	novel	in vitro membrane fusion assays . In Aim 1 we
1273	10037603	, as well as host immune responses to , a	novel	, self - launching RhCMVdIL10 - SIV vaccine . Three
1274	10037603	the optimal delivery method identified in Aim 1 . The	novel	vaccine vectors that are described in this proposal will solve
1275	9926205	specific peripheral proteotoxic antigens . These studies therefore offer the	novel	possibility that immunosenescence is responsible for the accumulation of dysfunctional
1276	10079003	the proposal are to determine the safety and effectiveness of	novel	LN and TD needles in vivo in swine to address
1277	10079003	access and treatments in the LS . This specially designed	novel	toolkit will considerably improve the success of lymphatic imaging and
1278	10080189	patients . Therefore , reduction of pathological ADMA represents a	novel	therapeutic approach for the treatment of AKI . Vasculonics LLC
1279	10080191	a third - party app ) while driving . A	novel	technology is proposed to reduce the prevalence of distracted driving
1280	10080191	activity even where it is illegal illustrates the need for	novel	solutions . Technological solutions , in the form of hardware
1281	10080191	affect the behavior of the driver . We propose a	novel	technological solution that engages both the driver and the person
1282	10079739	health . The objective of this project is to develop	novel	, physiologically relevant animal cell based in vitro organotypic culture
1283	10079701	available dataset for GMPT ; 2 ) creating and validating	novel	computational models for GMPT data ; 3 ) developing the
1284	10079701	that we developed previously . Finally , we will implement	novel	approaches to help users of our PreSS / MD platform
1285	10079889	and reconstruction fixation ( 1 , 2,3 ) . This	novel	and proprietary alloy is intended to obviate the cost and
1286	10079889	and non-absorbable implants . BioMg 250 ?s biocompatible chemistry and	novel	nanostructure afford application in self - tapping screws and load-
1287	10080226	fraction of the standard dose . We will create a	novel	dry powder chemotherapeutic formulation containing an FDA approved chemotherapy medication
1288	10080226	of this proposal will evaluate the feasibility of manufacturing the	novel	formulation and then demonstrating efficacy in an established in -
1289	10056455	confirmed by multi-modality evidence ; ( II ) employ a	novel	brain connectivity model , on the basis of graph convolutional
1290	10056626	drugs including immunotherapeutics . Hence , we propose to develop	novel	approaches to quantify molecule / particle movement in three -
1291	10056635	activation and polarization . MicroRNAs ( miRNAs ) are a	novel	class of small noncoding RNA regulators that control gene expression
1292	10056635	of miRNA in the regulation of macrophage metabolism will elucidate	novel	regulatory mechanisms in macrophage activation and phenotype determination in the
1293	10056484	gait ataxia . Ultimately , findings from this innovative and	novel	study will pave the way for applying neuromodulatory therapies to
1294	10056850	?rst aim of our proposed project is to develop a	novel	and ? exible Bayesian approach to estimating the causal effects
1295	10057035	rationale is that development of a subunit based vaccine utilizing	novel	conserved antigenic proteins in conjunction with novel polyphosphazene ( PPZ
1296	10057035	based vaccine utilizing novel conserved antigenic proteins in conjunction with	novel	polyphosphazene ( PPZ ) adjuvants , proven to induce adaptive
1297	10057035	knowledge we aim to bridge are to define and characterize	novel	pneumococcal antigenic proteins and polyelectrolyte adjuvants formulations that will initiate
1298	10057035	and meningitis ) ; and innovative since it will use	novel	formulations of antigenic and conserved pneumococcal proteins to induce potent
1299	10057101	suggest that this approach can lead to the discovery of	novel	proteins associated with various cardiovascular diseases . Moreover , the
1300	10057101	. Aim 2 is to use this approach to identify	novel	protein associations with secondary outcomes ( heart failure , atrial
1301	10069436	long - term goal of these studies is to elucidate	novel	aspects of the cellular and molecular mechanisms of Cd toxicity
1302	10069436	mammalian cells . The rationale for this application is our	novel	foundational data demonstrating that Cd exposure induces a reduction in
1303	10069436	toxicity . These studies may establish histone Ac as a	novel	therapeutic target for Cd toxicity . PROJECT SUMMARY / ABSTRACT
1304	10069445	protein quality control pathways in neurodegenerative disease and may reveal	novel	therapeutic targets for age-related dementias . This work will also
1305	10069926	We will determine whether we can improve early detection using	novel	stratification approaches and whether we can safely limit overtreatment and
1306	10069926	including risk -stratified screening and biopsy using genetic tests ,	novel	biomarkers , and imaging technology . Aim 2 : Precision
1307	10070437	Zusman Workshop will ignite collaborative networks between investigators and produce	novel	collaborative teams that will develop innovative , transdisciplinary methods ,
1308	9972542	proposed research are : Aim 1 : To improve our	novel	social robotic interaction architecture through additional software development to a
1309	9972544	1 is to elucidate the cellular signaling mechanisms regulating this	novel	exercise - induced lactate - TGF -? 2 axis .
1310	9972544	have metabolic effects . We discovered that 12,13-diHOME is a	novel	lipokine increased by both exercise and exercise training , released
1311	9972544	on health . These studies have the potential to define	novel	biologics to aid in the treatment of obesity , type
1312	9972691	from our group have identified intracellular C3 activation as a	novel	mechanism that modulates health of the retinal pigment epithelium (
1313	9972353	NMD pathway suppression , and will reveal the feasibility of	novel	strategies for attenuating CoVs through increased susceptibility to the NMD
1314	9979390	cell . Thus , scMAP enables the collection of a	novel	data set that directly links cell migration and the abundance
1315	9979390	of heterogenous breast cancer cell lines . Analysis of this	novel	data set by total least squares regression and mutual information
1316	9969991	health from GAS diseases , it is critical to identify	novel	vaccine targets and / or develop new vaccination strategies that
1317	9969991	uses AdcA to evade host nutritional defenses , and evaluate	novel	AdcA - based vaccination strategies for its protective efficacy against
1318	9979350	The current project will use an integrative approach to provide	novel	tests of the decision - making functions of anatomically distinct
1319	9979351	mediator of progesterone action and will lead to identification of	novel	REST / progesterone targets which may be serve as future
1320	9972514	its progression . However , research to develop and evaluate	novel	AD therapies is hampered by an incomplete understanding of the
1321	9972318	FMN precursor , riboflavin and hypothermia . We pursue a	novel	hypothesis which is consistent with experimental data observed in HI
1322	9972458	of PSP and related tauopathy neurodegenerative diseases by development of	novel	therapeutic strategies based on pharmacologic regulation of cellular protein quality
1323	9972333	IECs . Together , our proposed research will elucidate a	novel	mechanism underlying the consequences of long - lasting effects of
1324	9972333	the foundation for developing early intervention with p40 as a	novel	therapy for prevention of IBD in adults . PROJECT SUMMARY
1325	9972330	PCD dual - source ( DS ) CT system and	novel	imaging algorithms to accurately assess CAD in humans , especially
1326	9972330	numerous physics , engineering , and algorithm innovations , including	novel	noise reduction and material decomposition algorithms using energy , spatial
1327	9972468	controls . We intend to evaluate the role of nine	novel	ADEH + genetic risk mutations identified by the study group
1328	9972468	about AD endotypes , biomarkers for disease assessment , and	novel	molecular targets for clinical disease interventions . PROJECT SUMMARY Kidney
1329	9972256	to regulate numerous cellular processes . We recently identified a	novel	ALDH1A family inhibitor ( ALDHi ) . Our preliminary data
1330	9972256	The studies proposed here will define the role for a	novel	therapeutic ALDHi in immunotherapy in OvCa . Given ALDH is
1331	9972502	, the central hypothesis of this proposal is that a	novel	direct link between ATM and innate immune sensing pathways can
1332	9979269	evidence that these inhibitors targeted parasite HMGR . Identification of	novel	HMGR inhibitors targeting individual molecular target and combination of target
1333	9979498	fetus is established will yield important insight for development of	novel	preventative and therapeutic strategies to ensure healthy pregnancies . During
1334	9979498	tolerance . To address this postulate , we use our	novel	in vivo model to test the role of progesterone and
1335	9979502	immune system , and prevent autoimmune disease . Abstract :	Novel	therapies to prevent and reverse adverse immune responses are needed
1336	9979505	Recently , the Principal Investigator ( PI ) discovered a	novel	principle to approach this difficult task by combining Scheimpflug imaging
1337	9979505	OCT ) . This proposed project aims to develop a	novel	ray-tracing SI equipped AS - OCT system to measure the
1338	9979504	consumption and lipotoxicity . Our main goal is to identify	novel	therapeutic targets directly in live human hepatocytes that can be
1339	9969941	With the availability of life - saving prevention options ,	novel	approaches to identify and inform these women is urgently needed
1340	9969938	& inpatient hospital wards . ED - based studies and	novel	therapies that target mechanisms of vaso-occlusion and pain are needed
1341	9969943	in protein expression and turnover , primarily focusing on the	novel	interaction of GLH / Vasa with PCI scaffolding complexes ,
1342	9969943	germline integrity . If successful , these findings will reveal	novel	ways to manipulate cellular pluripotency and expose the potential therapeutic
1343	9970051	disease function in the normal brain , and will provide	novel	insights into the basic mechanisms underlying network plasticity and memory
1344	9969689	how C. auris evades innate immunity and to develop a	novel	therapeutic strategy to circumvent this mechanism . We have found
1345	9979408	sensitive , expansive and robust automated behavioral phenotyping of four	novel	knock - in models along with the well characterized SOD1G93A
1346	9979408	. Such tools are critical to accelerate the development of	novel	and effective therapeutics for ALS -FTD . Project Summary /
1347	9979575	ligand . This work has the potential to define a	novel	proinflammatory role for XIST in the pathogenesis of SS ,
1348	9972518	use the mechanistic knowledge gained by these studies to develop	novel	effective combinatorial pharmacologic strategies for MAPK - driven cancers .
1349	9972461	ncMTOC establishment ( Aim 1 ) . We will identify	novel	ncMTOC components using our recently adapted proximity labeling technique TurboID
1350	9971771	of thousands of subjects succeeded in identifying over a thousand	novel	?statistical loci ? that unquestionably tag increased obesity risk variants
1351	9971771	candidate gene list , the promise has been that these	novel	loci point to new biology that could lead to new
1352	9971855	human epididymis epithelial ( HEE ) cells , which suggest	novel	co-factors for this TF are involved in the epididymis ,
